"EVENTNAME","REGION","REGION2","x","y","DATE","YEAR","MONTH","period"
"1991277","FLORIDA","South","-81.38","30.347","07-23-1991","1991","07","historic"
"1991279","FLORIDA","South","-80.797","28.91","07-24-1991","1991","07","historic"
"1991281","FLORIDA","South","-80.807","28.923","07-24-1991","1991","07","historic"
"1991283","FLORIDA","South","-80.82","28.947","07-24-1991","1991","07","historic"
"1991285","FLORIDA","South","-80.863","29.01","07-24-1991","1991","07","historic"
"1991287","FLORIDA","South","-80.997","29.233","07-24-1991","1991","07","historic"
"1991289","FLORIDA","South","-81.068","29.382","07-24-1991","1991","07","historic"
"1991291","FLORIDA","South","-81.172","29.6","07-25-1991","1991","07","historic"
"1991293","FLORIDA","South","-81.237","29.762","07-25-1991","1991","07","historic"
"1991295","FLORIDA","South","-81.29","29.96","07-25-1991","1991","07","historic"
"1991297","SOUTH CAROLINA","South","-79.675","32.803","07-26-1991","1991","07","historic"
"1991299","SOUTH CAROLINA","South","-79.437","32.91","07-26-1991","1991","07","historic"
"1991301","SOUTH CAROLINA","South","-79.387","32.947","07-26-1991","1991","07","historic"
"1991303","SOUTH CAROLINA","South","-79.267","32.983","07-26-1991","1991","07","historic"
"1991305","SOUTH CAROLINA","South","-80.533","32.19","07-30-1991","1991","07","historic"
"1991307","SOUTH CAROLINA","South","-80.753","32.072","07-30-1991","1991","07","historic"
"1991309","GEORGIA","South","-80.75","31.97","07-30-1991","1991","07","historic"
"1991311","GEORGIA","South","-80.885","31.852","07-30-1991","1991","07","historic"
"1991313","GEORGIA","South","-81.053","31.593","07-30-1991","1991","07","historic"
"1991315","GEORGIA","South","-81.087","31.585","07-30-1991","1991","07","historic"
"1991317","GEORGIA","South","-81.08","31.465","07-30-1991","1991","07","historic"
"1991319","GEORGIA","South","-81.233","31.218","07-31-1991","1991","07","historic"
"1991321","GEORGIA","South","-81.195","31.293","07-31-1991","1991","07","historic"
"1991323","GEORGIA","South","-81.157","31.38","07-31-1991","1991","07","historic"
"1991325","GEORGIA","South","-81.107","31.43","07-31-1991","1991","07","historic"
"1991327","LONG BAY","North","-79.12","33.323","08-01-1991","1991","08","historic"
"1991329","LONG BAY","North","-79.123","33.343","08-01-1991","1991","08","historic"
"1991331","LONG BAY","North","-79.118","33.32","08-01-1991","1991","08","historic"
"1991333","LONG BAY","North","-79.123","33.3","08-01-1991","1991","08","historic"
"1991335","SOUTH CAROLINA","South","-79.14","33.22","08-01-1991","1991","08","historic"
"1991337","SOUTH CAROLINA","South","-79.15","33.137","08-01-1991","1991","08","historic"
"1991339","SOUTH CAROLINA","South","-79.155","33.068","08-01-1991","1991","08","historic"
"1991341","SOUTH CAROLINA","South","-79.158","33.067","08-01-1991","1991","08","historic"
"1991343","SOUTH CAROLINA","South","-79.1","33.05","08-01-1991","1991","08","historic"
"1991345","LONG BAY","North","-78.19","33.897","08-06-1991","1991","08","historic"
"1991347","LONG BAY","North","-78.288","33.888","08-06-1991","1991","08","historic"
"1991349","LONG BAY","North","-78.328","33.887","08-06-1991","1991","08","historic"
"1991351","LONG BAY","North","-78.555","33.818","08-06-1991","1991","08","historic"
"1991353","LONG BAY","North","-78.615","33.803","08-06-1991","1991","08","historic"
"1991355","LONG BAY","North","-78.64","33.788","08-06-1991","1991","08","historic"
"1991357","LONG BAY","North","-78.683","33.788","08-06-1991","1991","08","historic"
"1991359","LONG BAY","North","-78.93","33.608","08-06-1991","1991","08","historic"
